file_id;window_id;true_state;pred_state;proba_normal;proba_pre_attack;proba_attack
IQ_2024-04-20T22-06-33_72054922.json;3;0;0;0,97895736;0,02029576;0,00074687274
IQ_2024-04-20T22-06-36_631108744.json;0;0;0;0,9964483;0,003457073;9,467548e-05
IQ_2024-04-20T22-06-36_631108744.json;1;0;0;0,9590023;0,038465597;0,002532091
IQ_2024-04-20T22-06-36_631108744.json;2;0;0;0,95473725;0,044476356;0,0007863717
IQ_2024-04-20T22-06-36_631108744.json;3;0;0;0,99555945;0,0042206044;0,0002199429
IQ_2024-04-20T22-06-40_174798921.json;0;0;0;0,9925768;0,007314326;0,00010890868
IQ_2024-04-20T22-06-40_174798921.json;1;0;0;0,6857899;0,3135294;0,000680785
IQ_2024-04-20T22-06-40_174798921.json;2;1;0;0,54698455;0,452363;0,00065243774
IQ_2024-04-20T22-06-40_174798921.json;3;0;0;0,7032333;0,29491392;0,0018527544
IQ_2024-04-20T22-06-43_588796968.json;0;0;0;0,61660033;0,38280502;0,0005946184
IQ_2024-04-20T22-06-43_588796968.json;1;0;0;0,7938644;0,20416082;0,0019748
IQ_2024-04-20T22-06-43_588796968.json;2;0;0;0,5207997;0,47880545;0,00039488438
IQ_2024-04-20T22-06-43_588796968.json;3;0;0;0,98326576;0,016582359;0,0001518794
IQ_2024-04-20T22-06-47_141232048.json;0;1;0;0,7705147;0,22918455;0,00030075692
IQ_2024-04-20T22-06-47_141232048.json;1;0;0;0,90174866;0,09807174;0,0001796674
IQ_2024-04-20T22-06-47_141232048.json;2;1;0;0,62882185;0,3705685;0,00060967467
IQ_2024-04-20T22-06-47_141232048.json;3;0;1;0,30954623;0,68992513;0,00052856357
IQ_2024-04-20T22-06-50_534625717.json;0;0;1;0,31036618;0,6888511;0,00078266463
IQ_2024-04-20T22-06-50_534625717.json;1;0;0;0,645151;0,35032025;0,004528753
IQ_2024-04-20T22-06-50_534625717.json;2;0;0;0,82584834;0,16974494;0,00440673
IQ_2024-04-20T22-06-50_534625717.json;3;0;0;0,74054366;0,25274298;0,0067134155
IQ_2024-04-20T22-06-53_951781174.json;0;0;0;0,91079545;0,08876158;0,00044295652
IQ_2024-04-20T22-06-53_951781174.json;1;0;0;0,9851399;0,013713294;0,0011467872
IQ_2024-04-20T22-06-53_951781174.json;2;0;0;0,99820065;0,0011871834;0,00061212166
IQ_2024-04-20T22-06-53_951781174.json;3;0;0;0,99820507;0,0003006139;0,001494344
IQ_2024-04-20T22-06-57_359107839.json;0;0;0;0,97175163;0,00045943877;0,027788918
IQ_2024-04-20T22-06-57_359107839.json;1;0;0;0,9971106;0,00056378124;0,0023256324
IQ_2024-04-20T22-06-57_359107839.json;2;0;0;0,99248636;0,0004134251;0,007100238
IQ_2024-04-20T22-06-57_359107839.json;3;0;0;0,9964616;0,0016073163;0,0019311688
IQ_2024-04-20T22-07-00_920546586.json;0;0;0;0,9965642;0,0028917065;0,00054410833
IQ_2024-04-20T22-07-00_920546586.json;1;0;0;0,9916681;0,0076401187;0,000691784
IQ_2024-04-20T22-07-00_920546586.json;2;0;0;0,992882;0,005517792;0,001600231
IQ_2024-04-20T22-07-00_920546586.json;3;0;0;0,9453122;0,035994213;0,018693604
IQ_2024-04-20T22-07-04_458192003.json;0;1;1;0,17244637;0,796833;0,03072066
IQ_2024-04-20T22-07-04_458192003.json;1;0;0;0,86877203;0,09183524;0,03939278
IQ_2024-04-20T22-07-04_458192003.json;2;0;0;0,64974755;0,32664835;0,023604045
IQ_2024-04-20T22-07-04_458192003.json;3;0;0;0,6812911;0,3130417;0,0056672227
IQ_2024-04-20T22-07-07_895918670.json;0;1;1;0,33027282;0,6575203;0,012206874
IQ_2024-04-20T22-07-07_895918670.json;1;1;1;0,15415475;0,83977664;0,006068583
IQ_2024-04-20T22-07-07_895918670.json;2;0;0;0,4629087;0,41177878;0,1253126
IQ_2024-04-20T22-07-07_895918670.json;3;0;0;0,8292346;0,16320075;0,007564634
IQ_2024-04-20T22-07-11_337112945.json;0;1;1;0,025486272;0,97226286;0,0022509312
IQ_2024-04-20T22-07-11_337112945.json;1;1;1;0,4049663;0,5924722;0,0025615136
IQ_2024-04-20T22-07-11_337112945.json;2;1;0;0,79671806;0,20051968;0,0027622574
IQ_2024-04-20T22-07-11_337112945.json;3;0;0;0,9545879;0,041495588;0,0039165113
IQ_2024-04-20T22-07-14_773853690.json;0;0;0;0,9898464;0,0072799204;0,0028735835
IQ_2024-04-20T22-07-14_773853690.json;1;0;0;0,98533636;0,007489491;0,007174195
IQ_2024-04-20T22-07-14_773853690.json;2;0;0;0,90646154;0,07380233;0,019736106
IQ_2024-04-20T22-07-14_773853690.json;3;0;0;0,8352364;0,15499336;0,009770324
IQ_2024-04-20T22-07-18_190226511.json;0;0;0;0,80440694;0,19430055;0,0012925621
IQ_2024-04-20T22-07-18_190226511.json;1;0;0;0,99164736;0,007826287;0,0005262349
IQ_2024-04-20T22-07-18_190226511.json;2;0;0;0,9176641;0,08193126;0,00040463044
IQ_2024-04-20T22-07-18_190226511.json;3;0;0;0,78859854;0,21071124;0,00069025287
IQ_2024-04-20T22-07-21_738911292.json;0;1;1;0,068450145;0,93152696;2,2874858e-05
IQ_2024-04-20T22-07-21_738911292.json;1;1;0;0,8791061;0,120863535;3,0404914e-05
IQ_2024-04-20T22-07-21_738911292.json;2;1;1;0,024667757;0,975316;1,6239985e-05
IQ_2024-04-20T22-07-21_738911292.json;3;0;1;0,134196;0,8648419;0,00096218416
IQ_2024-04-20T22-07-25_163901257.json;0;1;0;0,663719;0,3360348;0,00024612245
IQ_2024-04-20T22-07-25_163901257.json;1;1;1;0,134583;0,86504966;0,00036730416
IQ_2024-04-20T22-07-25_163901257.json;2;0;0;0,9438272;0,055250887;0,00092192425
IQ_2024-04-20T22-07-25_163901257.json;3;0;0;0,9556985;0,044239808;6,170829e-05
IQ_2024-04-20T22-07-28_554587464.json;0;0;0;0,76113015;0,23821287;0,00065702706
IQ_2024-04-20T22-07-28_554587464.json;1;0;0;0,9908496;0,009059517;9,086687e-05
